age, education-num, capital-gain, capital-loss, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
[30 - 44], 13, [0 - 2174], 0, [37 - 40], State-gov, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Never-married
[30 - 44], 13, [0 - 2174], 0, [37 - 40], State-gov, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Never-married
[30 - 44], 13, [0 - 2174], 0, [37 - 40], State-gov, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Divorced
[30 - 44], 13, [0 - 2174], 0, [37 - 40], State-gov, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Never-married
[30 - 44], 13, [0 - 2174], 0, [37 - 40], State-gov, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Never-married
[30 - 44], 13, [0 - 2174], 0, [37 - 40], State-gov, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Never-married
[30 - 44], 13, [0 - 2174], 0, [37 - 40], State-gov, United-States, Male, White, Not-in-family, Adm-clerical, <=50K, Married-spouse-absent
[39 - 51], [12 - 13], 0, 0, [13 - 40], Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
[39 - 51], [12 - 13], 0, 0, [13 - 40], Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
[39 - 51], [12 - 13], 0, 0, [13 - 40], Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
[39 - 51], [12 - 13], 0, 0, [13 - 40], Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
[39 - 51], [12 - 13], 0, 0, [13 - 40], Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
[39 - 51], [12 - 13], 0, 0, [13 - 40], Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
[39 - 51], [12 - 13], 0, 0, [13 - 40], Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, <=50K, Married-civ-spouse
[36 - 39], 9, 0, 0, 40, Private, United-States, Male, White, Not-in-family, Handlers-cleaners, <=50K, Divorced
[36 - 39], 9, 0, 0, 40, Private, United-States, Male, White, Not-in-family, Handlers-cleaners, <=50K, Never-married
[36 - 39], 9, 0, 0, 40, Private, United-States, Male, White, Not-in-family, Handlers-cleaners, <=50K, Never-married
[36 - 39], 9, 0, 0, 40, Private, United-States, Male, White, Not-in-family, Handlers-cleaners, <=50K, Divorced
[36 - 39], 9, 0, 0, 40, Private, United-States, Male, White, Not-in-family, Handlers-cleaners, <=50K, Never-married
[36 - 39], 9, 0, 0, 40, Private, United-States, Male, White, Not-in-family, Handlers-cleaners, <=50K, Divorced
[36 - 39], 9, 0, 0, 40, Private, United-States, Male, White, Not-in-family, Handlers-cleaners, <=50K, Divorced
[43 - 60], [6 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, Handlers-cleaners, <=50K, Married-civ-spouse
[43 - 60], [6 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, Handlers-cleaners, <=50K, Married-civ-spouse
[43 - 60], [6 - 9], 0, 0, [40 - 45], Private, United-States, Male, Black, Husband, Handlers-cleaners, <=50K, Married-civ-spouse
