age, workclass, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
39, *, 3, Never-married, Other, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [18 - 60], United-States, <=50K
39, *, 3, Never-married, Other, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [18 - 60], United-States, <=50K
39, *, 3, Never-married, Other, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [18 - 60], United-States, <=50K
39, *, 3, Never-married, Other, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [18 - 60], United-States, <=50K
39, *, 2, Never-married, Other, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [18 - 60], United-States, <=50K
39, *, 2, Never-married, Other, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [18 - 60], United-States, <=50K
39, *, 2, Never-married, Other, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [18 - 60], United-States, <=50K
39, *, 3, Never-married, Other, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [18 - 60], United-States, <=50K
39, *, 2, Never-married, Other, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [18 - 60], United-States, <=50K
39, *, 3, Never-married, Other, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [18 - 60], United-States, <=50K
39, *, 2, Never-married, Other, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [18 - 60], United-States, <=50K
50, self, 3, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
50, self, 2, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
50, self, 3, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
50, self, 3, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
50, self, 2, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
50, self, 2, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
50, self, 3, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
50, self, 3, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
50, self, 3, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
50, self, 3, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
50, self, 2, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
38, Private, 2, Divorced, *, Not-in-family, White, Male, [0 - 6849], 0, [40 - 80], United-States, <=50K
38, Private, 3, Divorced, *, Not-in-family, White, Male, [0 - 6849], 0, [40 - 80], United-States, <=50K
