age, workclass, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
39, gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [40 - 45], United-States, <=50K
39, gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [40 - 45], United-States, <=50K
39, gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 2174], [0 - 1741], [40 - 45], United-States, <=50K
50, Self-emp-not-inc, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 35], United-States, <=50K
50, Self-emp-not-inc, 2, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 35], United-States, <=50K
50, Self-emp-not-inc, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 35], United-States, <=50K
38, Private, 2, Divorced, Nontechnical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 3, Divorced, Nontechnical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 2, Divorced, Nontechnical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 2, Married-civ-spouse, *, Husband, Black, Male, 0, 0, 40, United-States, <=50K
53, Private, 3, Married-civ-spouse, *, Husband, Black, Male, 0, 0, 40, United-States, <=50K
53, Private, 2, Married-civ-spouse, *, Husband, Black, Male, 0, 0, 40, United-States, <=50K
28, Private, 3, Married-civ-spouse, *, Wife, *, Female, 0, 0, [35 - 40], Non-US, <=50K
28, Private, 3, Married-civ-spouse, *, Wife, *, Female, 0, 0, [35 - 40], Non-US, <=50K
28, Private, 3, Married-civ-spouse, *, Wife, *, Female, 0, 0, [35 - 40], Non-US, <=50K
37, self, 4, Married-civ-spouse, Nontechnical, Wife, White, Female, 0, 0, [15 - 50], United-States, <=50K
37, self, 3, Married-civ-spouse, Nontechnical, Wife, White, Female, 0, 0, [15 - 50], United-States, <=50K
37, self, 3, Married-civ-spouse, Nontechnical, Wife, White, Female, 0, 0, [15 - 50], United-States, <=50K
49, Private, 2, *, Other-service, Not-in-family, Black, Female, 0, 0, [16 - 40], *, <=50K
49, Private, 2, *, Other-service, Not-in-family, Black, Female, 0, 0, [16 - 40], *, <=50K
49, Private, 2, *, Other-service, Not-in-family, Black, Female, 0, 0, [16 - 40], *, <=50K
52, Self-emp-not-inc, 2, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [45 - 50], United-States, >50K
52, Self-emp-not-inc, 2, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [45 - 50], United-States, >50K
52, Self-emp-not-inc, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [45 - 50], United-States, >50K
31, Private, 4, Never-married, *, Not-in-family, White, Female, [0 - 14084], 0, [50 - 72], United-States, >50K
31, Private, 3, Never-married, *, Not-in-family, White, Female, [0 - 14084], 0, [50 - 72], United-States, >50K
31, Private, 3, Never-married, *, Not-in-family, White, Female, [0 - 14084], 0, [50 - 72], United-States, >50K
42, Private, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, [5178 - 7688], 0, [40 - 45], United-States, >50K
42, Private, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, [5178 - 7688], 0, [40 - 45], United-States, >50K
42, Private, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, [5178 - 7688], 0, [40 - 45], United-States, >50K
37, Private, 3, Married-civ-spouse, Nontechnical, Husband, Black, Male, [0 - 7688], 0, [40 - 80], United-States, >50K
37, Private, 3, Married-civ-spouse, Nontechnical, Husband, Black, Male, [0 - 7688], 0, [40 - 80], United-States, >50K
37, Private, 2, Married-civ-spouse, Nontechnical, Husband, Black, Male, [0 - 7688], 0, [40 - 80], United-States, >50K
30, *, 3, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, [20 - 50], Non-US, >50K
30, *, 4, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, [20 - 50], Non-US, >50K
30, *, 4, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, [20 - 50], Non-US, >50K
23, Private, 3, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, [25 - 30], United-States, <=50K
23, Private, 3, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, [25 - 30], United-States, <=50K
23, Private, 3, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, [25 - 30], United-States, <=50K
32, Private, 3, Never-married, Sales, Not-in-family, *, Male, 0, 0, [45 - 50], United-States, <=50K
32, Private, 3, Never-married, Sales, Not-in-family, *, Male, 0, 0, [45 - 50], United-States, <=50K
32, Private, 3, Never-married, Sales, Not-in-family, *, Male, 0, 0, [45 - 50], United-States, <=50K
34, Private, 1, Married-civ-spouse, Other, Husband, *, Male, 0, 0, [40 - 45], Non-US, <=50K
34, Private, 2, Married-civ-spouse, Other, Husband, *, Male, 0, 0, [40 - 45], Non-US, <=50K
34, Private, 2, Married-civ-spouse, Other, Husband, *, Male, 0, 0, [40 - 45], Non-US, <=50K
25, self, 2, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, [20 - 40], United-States, <=50K
25, self, 2, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, [20 - 40], United-States, <=50K
