age, workclass, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 4, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 2, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 2, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 2, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 2, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[22 - 59], gov, 3, Never-married, Adm-clerical, Not-in-family, White, Male, [0 - 3674], 0, [15 - 47], United-States, <=50K
[37 - 56], Self-emp-not-inc, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 42], United-States, <=50K
[37 - 56], Self-emp-not-inc, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 42], United-States, <=50K
[37 - 56], Self-emp-not-inc, 2, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 42], United-States, <=50K
[37 - 56], Self-emp-not-inc, 2, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 42], United-States, <=50K
[37 - 56], Self-emp-not-inc, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 42], United-States, <=50K
