age, workclass, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 2, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 2, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 2, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 2, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 2, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 2, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 2, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 2, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 4, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 2, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 2, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 4, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 4, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 2, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 3, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
39, *, 4, *, *, *, White, Male, [0 - 6849], [0 - 1974], [18 - 99], United-States, <=50K
