age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,1,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,1,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,3,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,1,,,,,,0,0,40,,<=50K
17-20,,,3,,,,,,0,0,40,,<=50K
17-20,,,3,,,,,,0,0,40,,<=50K
17-20,,,1,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
17-20,,,3,,,,,,0,0,40,,<=50K
17-20,,,2,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,0,40,,<=50K
20s,,,2,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,0,40,,<=50K
20s,,,2,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,0,40,,<=50K
20s,,,4,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,0,40,,<=50K
20s,,,4,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,2002,40,,<=50K
20s,,,3,,,,,,4064,0,40,,<=50K
20s,,,2,,,,,,0,0,40,,<=50K
20s,,,2,,,,,,0,0,40,,<=50K
20s,,,2,,,,,,0,0,40,,<=50K
20s,,,2,,,,,,0,0,40,,<=50K
20s,,,2,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,2339,40,,<=50K
20s,,,3,,,,,,0,0,40,,<=50K
20s,,,2,,,,,,0,0,40,,<=50K
20s,,,1,,,,,,0,0,40,,<=50K
20s,,,3,,,,,,0,0,40,,<=50K
20s,,,2,,,,,,0,0,40,,<=50K
20s,,,2,,,,,,0,0,40,,<=50K
20s,,,2,,,,,,0,0,40,,<=50K
30s,,,1,,,,,,0,0,40,,<=50K
30s,,,1,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,3411,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,2,,,,,,0,0,40,,<=50K
30s,,,4,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
30s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,1590,40,,<=50K
40s,,,3,,,,,,0,2080,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,4,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,4650,0,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,2,,,,,,0,0,40,,<=50K
40s,,,3,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,1,,,,,,0,0,40,,<=50K
50s,,,1,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,1,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,1,,,,,,0,0,40,,<=50K
50s,,,1,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,2,,,,,,0,0,40,,<=50K
50s,,,3,,,,,,0,0,40,,<=50K
50s,,,1,,,,,,0,0,40+,,<=50K
50s,,,2,,,,,,3411,0,40+,,<=50K
50s,,,2,,,,,,0,0,40+,,<=50K
50s,,,2,,,,,,0,0,40+,,<=50K
50s,,,3,,,,,,0,0,40+,,<=50K
50s,,,4,,,,,,0,0,40+,,<=50K
50s,,,3,,,,,,0,0,40+,,<=50K
50s,,,3,,,,,,0,0,40+,,<=50K
50s,,,3,,,,,,0,0,40+,,<=50K
50s,,,3,,,,,,0,0,40+,,<=50K
50s,,,2,,,,,,0,0,40+,,<=50K
50s,,,4,,,,,,0,0,40+,,<=50K
50s,,,3,,,,,,0,0,40+,,<=50K
50s,,,2,,,,,,0,0,40+,,<=50K
50s,,,3,,,,,,0,0,40+,,<=50K
50s,,,3,,,,,,0,0,40+,,<=50K
50s,,,2,,,,,,0,0,40+,,<=50K
50s,,,2,,,,,,0,0,40+,,<=50K
50s,,,2,,,,,,0,0,40+,,<=50K
50s,,,2,,,,,,0,0,40+,,<=50K
50s,,,2,,,,,,0,0,40+,,<=50K
50s,,,2,,,,,,0,0,40+,,<=50K
50s,,,1,,,,,,0,0,40+,,<=50K
60s,,,2,,,,,,0,0,40+,,<=50K
60s,,,2,,,,,,2597,0,40+,,<=50K
60s,,,2,,,,,,0,1876,40+,,<=50K
60s,,,2,,,,,,0,0,40+,,<=50K
60s,,,2,,,,,,0,2206,40+,,<=50K
60s,,,1,,,,,,0,0,40+,,<=50K
60s,,,1,,,,,,0,0,40+,,<=50K
60s,,,2,,,,,,0,0,40+,,<=50K
60s,,,2,,,,,,3273,0,40+,,<=50K
60s,,,3,,,,,,0,0,40+,,<=50K
60s,,,3,,,,,,0,0,40+,,<=50K
60s,,,2,,,,,,0,0,40+,,<=50K
60s,,,2,,,,,,0,1669,40+,,<=50K
60s,,,2,,,,,,0,0,40+,,<=50K
60s,,,2,,,,,,0,0,40+,,<=50K
60s,,,3,,,,,,0,0,40+,,<=50K
60s,,,3,,,,,,5455,0,40+,,<=50K
60s,,,3,,,,,,0,0,40+,,<=50K
60s,,,2,,,,,,0,0,40+,,<=50K
60s,,,3,,,,,,0,0,40+,,<=50K
60s,,,3,,,,,,0,0,40+,,<=50K
60s,,,4,,,,,,0,0,40+,,<=50K
60s,,,1,,,,,,0,0,40+,,<=50K
60s,,,3,,,,,,0,0,40+,,<=50K
60s,,,4,,,,,,0,0,40+,,<=50K
60s,,,3,,,,,,0,0,40+,,<=50K
60s,,,3,,,,,,0,0,40+,,<=50K
60s,,,1,,,,,,0,0,40+,,<=50K
60s,,,2,,,,,,0,0,40+,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,4,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,4,,,,,,0,0,<40,,<=50K
20s,,,1,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,4,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,1,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,1,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
20s,,,3,,,,,,0,0,<40,,<=50K
20s,,,2,,,,,,0,0,<40,,<=50K
40s,,,3,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,3,,,,,,594,0,<40,,<=50K
40s,,,1,,,,,,0,0,<40,,<=50K
40s,,,3,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,3,,,,,,0,0,<40,,<=50K
40s,,,3,,,,,,0,0,<40,,<=50K
40s,,,3,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,3,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,3,,,,,,0,0,<40,,<=50K
40s,,,3,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,3,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,2,,,,,,0,0,<40,,<=50K
40s,,,1,,,,,,0,0,<40,,<=50K
60s,,,1,,,,,,0,0,<40,,<=50K
60s,,,1,,,,,,0,0,<40,,<=50K
60s,,,3,,,,,,0,0,<40,,<=50K
60s,,,1,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,1,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,3,,,,,,0,0,<40,,<=50K
60s,,,1,,,,,,1848,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,3,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,1668,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,3,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,991,0,<40,,<=50K
60s,,,1,,,,,,0,0,<40,,<=50K
60s,,,1,,,,,,0,0,<40,,<=50K
60s,,,3,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
60s,,,2,,,,,,0,0,<40,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,880,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,2036,0,40+,,<=50K
40s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,3,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
40s,,,2,Divorced,,Unmarried,,Female,0,0,40+,,<=50K
