age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,2,,,,,,2105,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,4,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,2,,,,,,2290,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,1,,,,,,3137,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,4,,,,,,0,0,40,,
60s,,1,,,,,,7298,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,3,,,,,,5556,0,40,,
60s,,3,,,,,,15024,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,1,,,,,,7688,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,4,,,,,,0,0,40,,
60s,,4,,,,,,0,0,40,,
60s,,4,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,3,,,,,,0,2174,40,,
60s,,3,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,3,,,,,,2346,0,40,,
60s,,3,,,,,,3273,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,1,,,,,,2964,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,2387,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,4,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,1,,,,,,0,2339,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,1,,,,,,0,1651,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,1,,,,,,10566,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,4,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,4,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,3,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,4,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
60s,,2,,,,,,0,0,40,,
60s,,1,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,2653,0,40,,
70+,,4,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,1,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,4,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,6360,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,1,,,,,,0,0,40,,
70+,,2,,,,,,0,2206,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,2964,0,40,,
70+,,2,,,,,,3471,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,15831,0,40,,
70+,,4,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,4,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,0,2174,40,,
70+,,3,,,,,,6418,0,40,,
70+,,3,,,,,,0,2246,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,4,,,,,,0,0,40,,
70+,,1,,,,,,6097,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,1,,,,,,0,0,40,,
70+,,3,,,,,,0,1735,40,,
70+,,4,,,,,,0,0,40,,
70+,,4,,,,,,0,1258,40,,
70+,,2,,,,,,6767,0,40,,
70+,,1,,,,,,2653,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,3,,,,,,10566,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,1409,0,40,,
70+,,4,,,,,,0,0,40,,
70+,,4,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,1,,,,,,0,0,40,,
70+,,2,,,,,,3456,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,1,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,4,,,,,,0,0,40,,
