age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
50s,,3,,,,,,0,0,40,,
50s,,2,,,,,,0,0,40,,
50s,,3,,,,,,0,0,40,,
50s,,3,,,,,,0,0,40,,
50s,,3,,,,,,0,0,40,,
50s,,2,,,,,,0,0,40,,
50s,,4,,,,,,0,0,40,,
50s,,2,,,,,,0,0,40,,
50s,,1,,,,,,0,0,40,,
50s,,4,,,,,,2885,0,40,,
50s,,1,,,,,,0,0,40,,
50s,,3,,,,,,0,0,40,,
50s,,2,,,,,,0,0,40,,
50s,,3,,,,,,0,0,40,,
50s,,3,,,,,,0,0,40,,
50s,,3,,,,,,0,0,40,,
50s,,3,,,,,,0,0,40,,
50s,,3,,,,,,0,0,40,,
50s,,2,,,,,,0,0,40,,
50s,,2,,,,,,0,0,40,,
50s,,4,,,,,,0,0,40,,
50s,,2,,,,,,0,0,40,,
50s,,3,,,,,,0,1887,40,,
50s,,4,,,,,,27828,0,40,,
50s,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,1,,,,,,0,0,40,,
70+,,3,,,,,,0,1735,40,,
70+,,4,,,,,,0,0,40,,
70+,,1,,,,,,0,0,40,,
70+,,2,,,,,,0,2206,40,,
70+,,3,,,,,,0,0,40,,
70+,,4,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,2,,,,,,3471,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
70+,,2,,,,,,15831,0,40,,
70+,,4,,,,,,0,0,40,,
70+,,2,,,,,,2653,0,40,,
70+,,2,,,,,,0,2457,40,,
70+,,2,,,,,,0,0,40,,
70+,,4,,,,,,0,0,40,,
70+,,3,,,,,,0,0,40,,
20s,,2,,,,,,0,0,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,1,,,,,,0,0,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,3,,,,,,3325,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,3,,,,,,2597,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,2,,,,,,0,1564,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,2,,,,,,13550,0,40+,,
20s,,3,,,,,,99999,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,3,,,,,,4101,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,4,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,4,,,,,,0,0,40+,,
20s,,4,,,,,,0,0,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,4,,,,,,27828,0,40+,,
20s,,3,,,,,,10520,0,40+,,
20s,,4,,,,,,0,0,40+,,
20s,,4,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,4,,,,,,2463,0,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,40+,,
20s,,1,,,,,,0,0,40+,,
20s,,2,,,,,,0,0,40+,,
20s,,2,,,,,,4650,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,2,,,,,,0,0,40+,,
30s,,4,,,,,,99999,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,4,,,,,,0,0,40+,,
30s,,4,,,,,,0,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,4,,,,,,0,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,2,,,,,,0,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,4,,,,,,0,0,40+,,
30s,,2,,,,,,0,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,4,,,,,,4787,0,40+,,
30s,,4,,,,,,0,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,4,,,,,,27828,0,40+,,
30s,,4,,,,,,0,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,2,,,,,,0,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,3,,,,,,0,1902,40+,,
30s,,3,,,,,,3103,0,40+,,
30s,,3,,,,,,0,0,40+,,
30s,,3,,,,,,0,1564,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,2,,,,,,0,0,40+,,
40s,,2,,,,,,0,0,40+,,
40s,,4,,,,,,0,2201,40+,,
40s,,3,,,,,,0,1564,40+,,
40s,,4,,,,,,0,0,40+,,
40s,,2,,,,,,7430,0,40+,,
40s,,4,,,,,,0,0,40+,,
40s,,4,,,,,,99999,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,2,,,,,,0,1564,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,2,,,,,,0,0,40+,,
40s,,2,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,4,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,2,,,,,,0,0,40+,,
40s,,2,,,,,,4416,0,40+,,
40s,,2,,,,,,0,0,40+,,
40s,,1,,,,,,0,0,40+,,
40s,,2,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
40s,,2,,,,,,0,0,40+,,
40s,,2,,,,,,0,0,40+,,
40s,,3,,,,,,0,0,40+,,
50s,,2,,,,,,0,0,40+,,
50s,,3,,,,,,0,0,40+,,
50s,,3,,,,,,0,0,40+,,
50s,,2,,,,,,0,0,40+,,
50s,,3,,,,,,0,2057,40+,,
50s,,3,,,,,,0,0,40+,,
50s,,1,,,,,,0,1602,40+,,
50s,,1,,,,,,0,0,40+,,
50s,,2,,,,,,3411,0,40+,,
50s,,3,,,,,,0,0,40+,,
50s,,2,,,,,,0,0,40+,,
50s,,2,,,,,,0,0,40+,,
50s,,2,,,,,,0,0,40+,,
50s,,3,,,,,,0,0,40+,,
50s,,4,,,,,,0,0,40+,,
50s,,2,,,,,,0,0,40+,,
50s,,4,,,,,,0,0,40+,,
50s,,3,,,,,,0,0,40+,,
50s,,4,,,,,,0,0,40+,,
50s,,3,,,,,,0,0,40+,,
50s,,3,,,,,,0,0,40+,,
50s,,2,,,,,,0,0,40+,,
50s,,4,,,,,,0,0,40+,,
50s,,2,,,,,,0,0,40+,,
60s,,2,,,,,,0,0,40+,,
60s,,2,,,,,,0,0,40+,,
60s,,2,,,,,,0,0,40+,,
60s,,2,,,,,,0,0,40+,,
60s,,2,,,,,,2597,0,40+,,
60s,,2,,,,,,0,1876,40+,,
60s,,2,,,,,,0,0,40+,,
60s,,2,,,,,,0,2206,40+,,
60s,,1,,,,,,0,0,40+,,
60s,,1,,,,,,0,0,40+,,
60s,,2,,,,,,8614,0,40+,,
60s,,1,,,,,,0,0,40+,,
60s,,2,,,,,,0,0,40+,,
60s,,1,,,,,,0,0,40+,,
60s,,4,,,,,,0,0,40+,,
60s,,2,,,,,,0,0,40+,,
60s,,2,,,,,,3273,0,40+,,
60s,,3,,,,,,0,0,40+,,
60s,,1,,,,,,0,0,40+,,
60s,,2,,,,,,0,0,40+,,
60s,,3,,,,,,3325,0,40+,,
60s,,3,,,,,,0,0,40+,,
60s,,4,,,,,,0,2057,40+,,
60s,,2,,,,,,0,0,40+,,
60s,,3,,,,,,0,0,40+,,
60s,,2,,,,,,0,0,40+,,
70+,,3,,,,,,0,0,40+,,
70+,,4,,,,,,0,0,40+,,
70+,,2,,,,,,0,0,40+,,
70+,,2,,,,,,0,0,40+,,
70+,,3,,,,,,2964,0,40+,,
70+,,2,,,,,,0,0,40+,,
70+,,4,,,,,,0,0,40+,,
70+,,3,,,,,,11678,0,40+,,
70+,,3,,,,,,25124,0,40+,,
70+,,3,,,,,,0,0,40+,,
70+,,2,,,,,,0,0,40+,,
70+,,2,,,,,,18481,0,40+,,
70+,,3,,,,,,0,0,40+,,
70+,,2,,,,,,0,0,40+,,
70+,,4,,,,,,7896,0,40+,,
70+,,1,,,,,,0,0,40+,,
70+,,1,,,,,,0,0,40+,,
70+,,2,,,,,,0,0,40+,,
70+,,2,,,,,,9386,0,40+,,
70+,,1,,,,,,0,0,40+,,
20s,,3,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,2,,,,,,0,0,<40,,
20s,,2,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,3,,,,,,0,1902,<40,,
20s,,3,,,,,,7298,0,<40,,
20s,,3,,,,,,13550,0,<40,,
20s,,2,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,2,,,,,,0,1887,<40,,
20s,,4,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,2,,,,,,0,0,<40,,
20s,,4,,,,,,0,0,<40,,
20s,,3,,,,,,13550,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,2,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,2,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
20s,,3,,,,,,0,0,<40,,
30s,,3,,,,,,0,0,<40,,
30s,,3,,,,,,0,0,<40,,
30s,,3,,,,,,0,0,<40,,
30s,,3,,,,,,0,0,<40,,
30s,,3,,,,,,0,0,<40,,
30s,,4,,,,,,7688,0,<40,,
30s,,3,,,,,,0,0,<40,,
30s,,2,,,,,,0,0,<40,,
30s,,3,,,,,,0,0,<40,,
30s,,4,,,,,,0,0,<40,,
30s,,2,,,,,,14084,0,<40,,
30s,,3,,,,,,0,0,<40,,
30s,,4,,,,,,7298,0,<40,,
30s,,4,,,,,,0,0,<40,,
30s,,3,,,,,,0,0,<40,,
30s,,4,,,,,,14084,0,<40,,
30s,,3,,,,,,0,1564,<40,,
30s,,3,,,,,,0,0,<40,,
30s,,4,,,,,,0,0,<40,,
30s,,3,,,,,,7688,0,<40,,
30s,,3,,,,,,0,0,<40,,
30s,,2,,,,,,7298,0,<40,,
30s,,3,,,,,,7688,0,<40,,
30s,,3,,,,,,7298,0,<40,,
30s,,2,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,2,,,,,,0,0,<40,,
40s,,4,,,,,,25236,0,<40,,
40s,,3,,,,,,3103,0,<40,,
40s,,3,,,,,,0,2415,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,2,,,,,,0,0,<40,,
40s,,2,,,,,,0,0,<40,,
40s,,3,,,,,,594,0,<40,,
40s,,1,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,4,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,3,,,,,,2885,0,<40,,
40s,,2,,,,,,0,0,<40,,
40s,,2,,,,,,0,0,<40,,
40s,,1,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,4,,,,,,0,0,<40,,
40s,,2,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,4,,,,,,0,0,<40,,
40s,,2,,,,,,0,0,<40,,
40s,,2,,,,,,0,0,<40,,
40s,,2,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,4,,,,,,0,0,<40,,
40s,,4,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
40s,,2,,,,,,7298,0,<40,,
40s,,4,,,,,,0,0,<40,,
40s,,3,,,,,,0,0,<40,,
50s,,3,,,,,,0,0,<40,,
50s,,3,,,,,,0,0,<40,,
50s,,2,,,,,,0,0,<40,,
50s,,2,,,,,,0,0,<40,,
50s,,2,,,,,,0,0,<40,,
50s,,3,,,,,,0,0,<40,,
50s,,3,,,,,,15024,0,<40,,
50s,,1,,,,,,0,0,<40,,
50s,,2,,,,,,0,0,<40,,
50s,,2,,,,,,0,0,<40,,
50s,,4,,,,,,0,2415,<40,,
50s,,4,,,,,,0,0,<40,,
50s,,3,,,,,,0,0,<40,,
50s,,4,,,,,,0,0,<40,,
50s,,2,,,,,,4934,0,<40,,
50s,,4,,,,,,10520,0,<40,,
50s,,3,,,,,,0,0,<40,,
50s,,3,,,,,,0,2444,<40,,
50s,,2,,,,,,4787,0,<40,,
50s,,2,,,,,,0,0,<40,,
50s,,3,,,,,,0,0,<40,,
50s,,4,,,,,,0,0,<40,,
50s,,3,,,,,,0,0,<40,,
50s,,3,,,,,,7688,0,<40,,
50s,,2,,,,,,0,0,<40,,
50s,,3,,,,,,0,0,<40,,
50s,,3,,,,,,0,0,<40,,
50s,,3,,,,,,0,0,<40,,
60s,,3,,,,,,0,0,<40,,
60s,,2,,,,,,15831,0,<40,,
60s,,2,,,,,,20051,0,<40,,
60s,,1,,,,,,0,0,<40,,
60s,,2,,,,,,0,0,<40,,
60s,,3,,,,,,6360,0,<40,,
60s,,2,,,,,,0,0,<40,,
60s,,2,,,,,,0,0,<40,,
60s,,3,,,,,,0,0,<40,,
60s,,3,,,,,,0,0,<40,,
60s,,3,,,,,,0,2206,<40,,
60s,,2,,,,,,0,0,<40,,
60s,,1,,,,,,0,0,<40,,
60s,,2,,,,,,0,0,<40,,
60s,,2,,,,,,0,0,<40,,
60s,,1,,,,,,0,0,<40,,
60s,,3,,,,,,0,0,<40,,
60s,,3,,,,,,20051,0,<40,,
60s,,3,,,,,,8614,0,<40,,
60s,,4,,,,,,10520,0,<40,,
60s,,2,,,,,,0,0,<40,,
60s,,2,,,,,,0,0,<40,,
60s,,2,,,,,,0,0,<40,,
60s,,2,,,,,,15024,0,<40,,
60s,,2,,,,,,0,0,<40,,
60s,,2,,,,,,15024,0,<40,,
60s,,3,,,,,,15024,0,<40,,
60s,,3,,,,,,0,0,<40,,
60s,,3,,,,,,0,0,<40,,
60s,,3,,,,,,7688,0,<40,,
60s,,3,,,,,,20051,0,<40,,
60s,,4,,,,,,0,0,<40,,
60s,,2,,,,,,0,0,<40,,
60s,,3,,,,,,0,0,<40,,
60s,,4,,,,,,18481,0,<40,,
60s,,1,,,,,,0,0,<40,,
60s,,3,,,,,,0,0,<40,,
60s,,1,,,,,,0,0,<40,,
70+,,1,,,,,,0,0,<40,,
70+,,3,,,,,,15831,0,<40,,
70+,,4,,,,,,20051,0,<40,,
70+,,4,,,,,,0,0,<40,,
70+,,3,,,,,,0,0,<40,,
70+,,3,,,,,,0,0,<40,,
70+,,1,,,,,,0,0,<40,,
70+,,2,,,,,,0,0,<40,,
70+,,2,,,,,,0,0,<40,,
70+,,3,,,,,,0,0,<40,,
70+,,1,,,,,,0,0,<40,,
70+,,4,,,,,,0,0,<40,,
70+,,3,,,,,,0,1668,<40,,
70+,,2,,,,,,0,0,<40,,
70+,,3,,,,,,0,0,<40,,
70+,,2,,,,,,0,0,<40,,
70+,,2,,,,,,0,0,<40,,
