age, workclass, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
[31 - 40], *, 3, Never-married, Adm-clerical, Not-in-family, White, *, [0 - 2174], 0, [38 - 40], United-States, <=50K
[31 - 40], *, 3, Never-married, Adm-clerical, Not-in-family, White, *, [0 - 2174], 0, [38 - 40], United-States, <=50K
[31 - 40], *, 2, Never-married, Adm-clerical, Not-in-family, White, *, [0 - 2174], 0, [38 - 40], United-States, <=50K
[31 - 40], *, 2, Never-married, Adm-clerical, Not-in-family, White, *, [0 - 2174], 0, [38 - 40], United-States, <=50K
[31 - 40], *, 3, Never-married, Adm-clerical, Not-in-family, White, *, [0 - 2174], 0, [38 - 40], United-States, <=50K
[39 - 50], Self-emp-not-inc, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
[39 - 50], Self-emp-not-inc, 2, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
[39 - 50], Self-emp-not-inc, 2, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
[39 - 50], Self-emp-not-inc, 2, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
[39 - 50], Self-emp-not-inc, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, [13 - 60], United-States, <=50K
[38 - 43], Private, 2, Divorced, *, Not-in-family, White, Male, 0, 0, [40 - 80], United-States, <=50K
[38 - 43], Private, 3, Divorced, *, Not-in-family, White, Male, 0, 0, [40 - 80], United-States, <=50K
[38 - 43], Private, 2, Divorced, *, Not-in-family, White, Male, 0, 0, [40 - 80], United-States, <=50K
[38 - 43], Private, 2, Divorced, *, Not-in-family, White, Male, 0, 0, [40 - 80], United-States, <=50K
[38 - 43], Private, 3, Divorced, *, Not-in-family, White, Male, 0, 0, [40 - 80], United-States, <=50K
[36 - 53], Private, 2, Married-civ-spouse, *, Husband, Black, Male, 0, 0, 40, United-States, <=50K
[36 - 53], Private, 2, Married-civ-spouse, *, Husband, Black, Male, 0, 0, 40, United-States, <=50K
[36 - 53], Private, 2, Married-civ-spouse, *, Husband, Black, Male, 0, 0, 40, United-States, <=50K
[36 - 53], Private, 2, Married-civ-spouse, *, Husband, Black, Male, 0, 0, 40, United-States, <=50K
[36 - 53], Private, 2, Married-civ-spouse, *, Husband, Black, Male, 0, 0, 40, United-States, <=50K
[24 - 43], Private, 3, Married-civ-spouse, *, Wife, *, Female, 0, 0, [38 - 50], Non-US, <=50K
[24 - 43], Private, 4, Married-civ-spouse, *, Wife, *, Female, 0, 0, [38 - 50], Non-US, <=50K
[24 - 43], Private, 1, Married-civ-spouse, *, Wife, *, Female, 0, 0, [38 - 50], Non-US, <=50K
[24 - 43], Private, 3, Married-civ-spouse, *, Wife, *, Female, 0, 0, [38 - 50], Non-US, <=50K
[24 - 43], Private, 3, Married-civ-spouse, *, Wife, *, Female, 0, 0, [38 - 50], Non-US, <=50K
[28 - 44], Private, 4, Married-civ-spouse, Nontechnical, Wife, White, Female, [0 - 4064], 0, [25 - 40], United-States, <=50K
[28 - 44], Private, 2, Married-civ-spouse, Nontechnical, Wife, White, Female, [0 - 4064], 0, [25 - 40], United-States, <=50K
[28 - 44], Private, 3, Married-civ-spouse, Nontechnical, Wife, White, Female, [0 - 4064], 0, [25 - 40], United-States, <=50K
[28 - 44], Private, 2, Married-civ-spouse, Nontechnical, Wife, White, Female, [0 - 4064], 0, [25 - 40], United-States, <=50K
[28 - 44], Private, 3, Married-civ-spouse, Nontechnical, Wife, White, Female, [0 - 4064], 0, [25 - 40], United-States, <=50K
[33 - 75], Private, 2, *, Other, Not-in-family, *, *, 0, 0, [16 - 40], Non-US, <=50K
[33 - 75], Private, 1, *, Other, Not-in-family, *, *, 0, 0, [16 - 40], Non-US, <=50K
[33 - 75], Private, 3, *, Other, Not-in-family, *, *, 0, 0, [16 - 40], Non-US, <=50K
[33 - 75], Private, 1, *, Other, Not-in-family, *, *, 0, 0, [16 - 40], Non-US, <=50K
[33 - 75], Private, 3, *, Other, Not-in-family, *, *, 0, 0, [16 - 40], Non-US, <=50K
[29 - 52], Self-emp-not-inc, 2, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [40 - 70], United-States, >50K
[29 - 52], Self-emp-not-inc, 3, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [40 - 70], United-States, >50K
[29 - 52], Self-emp-not-inc, 4, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [40 - 70], United-States, >50K
[29 - 52], Self-emp-not-inc, 3, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [40 - 70], United-States, >50K
[29 - 52], Self-emp-not-inc, 3, Married-civ-spouse, Nontechnical, Husband, White, Male, 0, 0, [40 - 70], United-States, >50K
[31 - 49], *, 4, Never-married, *, Not-in-family, White, Female, [0 - 14084], [0 - 1564], [40 - 56], United-States, >50K
[31 - 49], *, 4, Never-married, *, Not-in-family, White, Female, [0 - 14084], [0 - 1564], [40 - 56], United-States, >50K
[31 - 49], *, 3, Never-married, *, Not-in-family, White, Female, [0 - 14084], [0 - 1564], [40 - 56], United-States, >50K
[31 - 49], *, 3, Never-married, *, Not-in-family, White, Female, [0 - 14084], [0 - 1564], [40 - 56], United-States, >50K
[31 - 49], *, 4, Never-married, *, Not-in-family, White, Female, [0 - 14084], [0 - 1564], [40 - 56], United-States, >50K
[42 - 50], Private, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, [0 - 7688], 0, [40 - 60], United-States, >50K
[42 - 50], Private, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, [0 - 7688], 0, [40 - 60], United-States, >50K
[42 - 50], Private, 2, Married-civ-spouse, Exec-managerial, Husband, White, Male, [0 - 7688], 0, [40 - 60], United-States, >50K
[42 - 50], Private, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, [0 - 7688], 0, [40 - 60], United-States, >50K
[42 - 50], Private, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, [0 - 7688], 0, [40 - 60], United-States, >50K
[34 - 41], Private, 3, Married-civ-spouse, Exec-managerial, Husband, *, Male, 0, 0, [45 - 80], United-States, >50K
[34 - 41], Private, 3, Married-civ-spouse, Exec-managerial, Husband, *, Male, 0, 0, [45 - 80], United-States, >50K
[34 - 41], Private, 3, Married-civ-spouse, Exec-managerial, Husband, *, Male, 0, 0, [45 - 80], United-States, >50K
[34 - 41], Private, 3, Married-civ-spouse, Exec-managerial, Husband, *, Male, 0, 0, [45 - 80], United-States, >50K
[34 - 41], Private, 3, Married-civ-spouse, Exec-managerial, Husband, *, Male, 0, 0, [45 - 80], United-States, >50K
[30 - 38], *, 3, Married-civ-spouse, Technical, Husband, *, Male, [0 - 7688], 0, 40, Non-US, >50K
[30 - 38], *, 4, Married-civ-spouse, Technical, Husband, *, Male, [0 - 7688], 0, 40, Non-US, >50K
[30 - 38], *, 4, Married-civ-spouse, Technical, Husband, *, Male, [0 - 7688], 0, 40, Non-US, >50K
[30 - 38], *, 3, Married-civ-spouse, Technical, Husband, *, Male, [0 - 7688], 0, 40, Non-US, >50K
[30 - 38], *, 3, Married-civ-spouse, Technical, Husband, *, Male, [0 - 7688], 0, 40, Non-US, >50K
[18 - 23], Private, 3, Never-married, Other, Own-child, White, Female, 0, 0, [16 - 40], United-States, <=50K
[18 - 23], Private, 3, Never-married, Other, Own-child, White, Female, 0, 0, [16 - 40], United-States, <=50K
[18 - 23], Private, 2, Never-married, Other, Own-child, White, Female, 0, 0, [16 - 40], United-States, <=50K
[18 - 23], Private, 3, Never-married, Other, Own-child, White, Female, 0, 0, [16 - 40], United-States, <=50K
[18 - 23], Private, 2, Never-married, Other, Own-child, White, Female, 0, 0, [16 - 40], United-States, <=50K
[24 - 45], Private, 3, Never-married, *, Not-in-family, Black, Male, 0, 0, [40 - 50], United-States, <=50K
[24 - 45], Private, 3, Never-married, *, Not-in-family, Black, Male, 0, 0, [40 - 50], United-States, <=50K
[24 - 45], Private, 2, Never-married, *, Not-in-family, Black, Male, 0, 0, [40 - 50], United-States, <=50K
[24 - 45], Private, 3, Never-married, *, Not-in-family, Black, Male, 0, 0, [40 - 50], United-States, <=50K
[24 - 45], Private, 3, Never-married, *, Not-in-family, Black, Male, 0, 0, [40 - 50], United-States, <=50K
[30 - 35], Private, 1, Married-civ-spouse, Other, Husband, *, Male, 0, 0, [40 - 45], Non-US, <=50K
[30 - 35], Private, 3, Married-civ-spouse, Other, Husband, *, Male, 0, 0, [40 - 45], Non-US, <=50K
[30 - 35], Private, 3, Married-civ-spouse, Other, Husband, *, Male, 0, 0, [40 - 45], Non-US, <=50K
[30 - 35], Private, 2, Married-civ-spouse, Other, Husband, *, Male, 0, 0, [40 - 45], Non-US, <=50K
[30 - 35], Private, 2, Married-civ-spouse, Other, Husband, *, Male, 0, 0, [40 - 45], Non-US, <=50K
[17 - 44], self, 2, Never-married, Other, Own-child, White, Male, 0, 0, [10 - 40], United-States, <=50K
[17 - 44], self, 2, Never-married, Other, Own-child, White, Male, 0, 0, [10 - 40], United-States, <=50K
[17 - 44], self, 2, Never-married, Other, Own-child, White, Male, 0, 0, [10 - 40], United-States, <=50K
[17 - 44], self, 3, Never-married, Other, Own-child, White, Male, 0, 0, [10 - 40], United-States, <=50K
[17 - 44], self, 2, Never-married, Other, Own-child, White, Male, 0, 0, [10 - 40], United-States, <=50K
[22 - 32], Private, 2, Never-married, *, Unmarried, White, Male, 0, 0, [20 - 50], United-States, <=50K
[22 - 32], Private, 3, Never-married, *, Unmarried, White, Male, 0, 0, [20 - 50], United-States, <=50K
[22 - 32], Private, 3, Never-married, *, Unmarried, White, Male, 0, 0, [20 - 50], United-States, <=50K
[22 - 32], Private, 3, Never-married, *, Unmarried, White, Male, 0, 0, [20 - 50], United-States, <=50K
[22 - 32], Private, 2, Never-married, *, Unmarried, White, Male, 0, 0, [20 - 50], United-States, <=50K
[27 - 38], Private, 2, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, [40 - 50], United-States, <=50K
[27 - 38], Private, 2, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, [40 - 50], United-States, <=50K
[27 - 38], Private, 3, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, [40 - 50], United-States, <=50K
[27 - 38], Private, 3, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, [40 - 50], United-States, <=50K
[27 - 38], Private, 3, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, [40 - 50], United-States, <=50K
[33 - 44], self, 4, Divorced, Nontechnical, Unmarried, White, Female, 0, 0, [40 - 45], United-States, *
[33 - 44], self, 4, Divorced, Nontechnical, Unmarried, White, Female, 0, 0, [40 - 45], United-States, *
[33 - 44], self, 2, Divorced, Nontechnical, Unmarried, White, Female, 0, 0, [40 - 45], United-States, *
[33 - 44], self, 3, Divorced, Nontechnical, Unmarried, White, Female, 0, 0, [40 - 45], United-States, *
[33 - 44], self, 2, Divorced, Nontechnical, Unmarried, White, Female, 0, 0, [40 - 45], United-States, *
[40 - 42], Private, 4, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, [40 - 60], United-States, >50K
[40 - 42], Private, 4, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, [40 - 60], United-States, >50K
[40 - 42], Private, 4, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, [40 - 60], United-States, >50K
[40 - 42], Private, 3, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, [40 - 60], United-States, >50K
[40 - 42], Private, 3, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, [40 - 60], United-States, >50K
[31 - 54], *, 2, Separated, Other, Unmarried, *, Female, 0, 0, [20 - 40], United-States, <=50K
[31 - 54], *, 2, Separated, Other, Unmarried, *, Female, 0, 0, [20 - 40], United-States, <=50K
[31 - 54], *, 2, Separated, Other, Unmarried, *, Female, 0, 0, [20 - 40], United-States, <=50K
[31 - 54], *, 2, Separated, Other, Unmarried, *, Female, 0, 0, [20 - 40], United-States, <=50K
[31 - 54], *, 2, Separated, Other, Unmarried, *, Female, 0, 0, [20 - 40], United-States, <=50K
[22 - 54], *, 2, Married-civ-spouse, Other, Husband, Black, Male, 0, 0, [15 - 40], United-States, <=50K
[22 - 54], *, 2, Married-civ-spouse, Other, Husband, Black, Male, 0, 0, [15 - 40], United-States, <=50K
[22 - 54], *, 2, Married-civ-spouse, Other, Husband, Black, Male, 0, 0, [15 - 40], United-States, <=50K
[22 - 54], *, 3, Married-civ-spouse, Other, Husband, Black, Male, 0, 0, [15 - 40], United-States, <=50K
[22 - 54], *, 2, Married-civ-spouse, Other, Husband, Black, Male, 0, 0, [15 - 40], United-States, <=50K
[43 - 53], Private, 2, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, [0 - 2042], [40 - 45], United-States, <=50K
[43 - 53], Private, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, [0 - 2042], [40 - 45], United-States, <=50K
[43 - 53], Private, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, [0 - 2042], [40 - 45], United-States, <=50K
