age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,1,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,4,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,4,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,4,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,1,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,1,,,,,Female,0,1602,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,2057,,Non-US,<=50K
,,,2,,,,,Female,4508,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,1,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,1,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,4,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,1,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,4,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,1,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,2,,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,1,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,4,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,1,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,1,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,2,Never-married,,,,Female,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,2,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,2,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,4,,,,,Male,0,0,,Non-US,<=50K
,,,4,,,,,Male,0,0,,Non-US,<=50K
,,,1,,,,,Male,0,0,,Non-US,<=50K
,,,2,,,,,Male,0,0,,Non-US,<=50K
,,,1,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,2,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,2080,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,4,,,,,Male,0,0,,Non-US,<=50K
,,,2,,,,,Male,0,0,,Non-US,<=50K
,,,4,,,,,Male,0,0,,Non-US,<=50K
,,,2,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,1,,,,,Male,0,0,,Non-US,<=50K
,,,1,,,,,Male,0,0,,Non-US,<=50K
,,,2,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,1,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,3,,,,,Male,0,0,,Non-US,<=50K
,,,2,,,,,Male,0,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,2179,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,1,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,4,Married-civ-spouse,,,,Male,0,1648,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,4,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,4,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,1,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,5013,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,1485,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,2,Married-civ-spouse,,,,Male,0,0,,Non-US,<=50K
,,,3,Married-civ-spouse,,,,Male,0,2002,,Non-US,<=50K
